Loan_ID,Age,Income,Employment_Length,Education_Level,Marital_Status,Loan_Amount,Loan_Term,Interest_Rate,Loan_Purpose,Credit_Score,Debt_to_Income_Ratio,Number_of_Credit_Cards,Current_Total_Debt,Payment_History_Score,Account_Balance,Number_of_Bank_Accounts,Previous_Loans,Default_History,Risk_Level
LN100715,66,34497,22,Bachelor,Married,28914,36,3.6,Education,410,48.6,1,113780,758,33067,4,0,0,Low
LN100716,34,152888,19,High School,Married,35067,12,9.9,Medical,520,57.41,0,181706,522,51538,4,3,0,Low
LN100717,66,138915,12,High School,Single,47875,12,8.08,Home,363,15.79,0,27968,377,69499,9,3,0,High
LN100718,61,112019,31,Master,Divorced,17942,36,12.91,Business,653,26.73,0,186905,727,37455,5,0,0,Medium
LN100719,62,129017,25,Associate,Widowed,24491,36,7.63,Education,773,25.98,3,172277,724,20243,5,0,0,Medium
LN100720,47,89385,13,Doctorate,Widowed,9533,24,8.63,Education,784,17.56,3,174613,686,32693,7,3,0,Medium
LN100721,61,125153,35,Bachelor,Married,28583,36,17.53,Medical,312,50.52,8,126401,538,69231,1,1,0,Low
LN100722,63,53826,7,Doctorate,Widowed,42049,48,13.45,Medical,452,47.99,0,29285,389,74648,3,3,1,Medium
LN100723,27,130034,39,High School,Single,32821,48,5.9,Other,538,34.22,2,104507,684,32059,2,1,1,Low
LN100724,36,104242,21,Associate,Widowed,35261,48,15.49,Other,489,36.89,2,184585,438,58867,6,2,0,High
LN100725,46,143066,21,Associate,Married,42536,48,6.92,Medical,385,12.98,7,16430,823,72778,6,1,0,Low
LN100726,19,70100,15,Doctorate,Single,34945,48,10.64,Other,320,37.78,1,141105,543,75477,1,4,1,Medium
LN100727,53,145170,26,High School,Divorced,22384,24,14.17,Home,618,49.57,5,151990,804,55283,6,0,0,Low
LN100728,36,155431,9,Doctorate,Single,33410,12,7.99,Home,457,38.69,3,19256,721,63853,2,2,0,High
LN100729,24,116205,24,Master,Married,17198,36,9.84,Other,780,23.27,9,180594,481,20001,4,3,0,High
LN100730,43,32809,30,Associate,Married,34354,12,15.61,Medical,375,43.38,5,196425,494,2700,6,1,0,Low
LN100731,32,84450,20,Associate,Widowed,12169,36,18.98,Home,628,28.07,4,122946,352,50157,3,2,0,Low
LN100732,64,58428,26,Master,Widowed,45129,24,12.23,Education,715,37.24,8,32188,478,18085,3,4,1,Low
LN100733,55,92790,16,High School,Divorced,36909,24,3.66,Medical,502,34.38,8,56134,592,63883,3,1,0,Medium
LN100734,20,131126,32,Associate,Divorced,8830,60,9.08,Business,528,29.06,0,53657,674,58147,4,3,0,Low
LN100735,55,110321,30,Bachelor,Married,26404,60,10.08,Business,451,45.94,2,37088,358,13339,9,3,0,Medium
LN100736,33,22093,25,Bachelor,Married,32757,24,9.1,Medical,371,54.19,0,147051,353,15834,4,1,0,Low
LN100737,19,64498,20,High School,Married,40650,24,10.7,Other,524,10.26,5,51106,544,76620,4,4,1,Medium
LN100738,48,136251,35,Master,Divorced,38766,36,13.94,Home,772,56.68,2,133667,448,29543,4,0,0,Medium
LN100739,45,60985,0,Doctorate,Married,20942,24,5.5,Home,659,35.58,0,164696,667,35930,7,0,0,Medium
LN100740,24,52009,3,High School,Divorced,37419,12,8.0,Medical,839,45.04,5,68824,315,41074,5,3,0,Medium
LN100741,47,148515,3,Doctorate,Married,21668,36,11.88,Education,345,52.78,4,106149,475,97438,2,4,0,Low
LN100742,60,37718,25,High School,Single,21246,24,8.71,Other,300,33.36,7,172503,839,60673,7,3,0,Medium
LN100743,24,36705,3,Bachelor,Single,29996,36,19.85,Education,544,51.75,1,95547,705,29044,3,0,0,Medium
LN100744,53,107618,8,Master,Married,8065,36,10.62,Medical,518,18.88,7,122624,766,78673,1,3,0,Medium
LN100745,46,82598,29,Bachelor,Single,15467,48,17.85,Medical,590,17.96,4,149199,428,34905,9,1,0,Low
LN100746,41,97878,3,Master,Divorced,49844,60,18.29,Education,757,42.87,7,18878,522,54004,5,1,0,Medium
LN100747,69,32239,4,Doctorate,Widowed,26007,36,17.29,Business,503,53.51,9,61690,543,62761,1,4,0,High
LN100748,56,66622,22,High School,Single,7543,36,4.27,Medical,501,54.62,3,78838,725,71484,1,0,0,High
LN100749,21,66665,15,Associate,Widowed,33702,48,19.14,Other,781,42.19,3,188432,653,98103,1,4,0,Medium
LN100750,46,52274,21,Associate,Single,33833,24,5.62,Education,810,36.27,9,109484,625,96725,9,4,1,Medium
LN100751,61,162491,36,Master,Divorced,15033,36,4.07,Business,577,26.57,3,132279,302,97407,8,0,1,Low
LN100752,22,128368,7,Master,Single,39169,48,10.34,Education,315,59.0,5,2083,778,83725,6,2,0,Low
LN100753,46,166075,32,Bachelor,Single,21829,12,6.71,Business,824,25.98,3,183636,380,88333,6,2,0,Medium
LN100754,47,181938,37,Associate,Married,9522,48,6.54,Business,655,47.21,8,4311,343,69105,6,3,0,Low
LN100755,46,173060,15,Bachelor,Widowed,25151,60,8.25,Other,655,36.6,8,24135,454,26012,4,2,0,Low
LN100756,43,128563,4,Doctorate,Widowed,40319,60,7.6,Medical,377,40.43,2,58109,835,63696,5,1,0,High
LN100757,36,156746,15,Associate,Divorced,31543,24,14.8,Business,366,29.67,6,62354,398,78513,3,4,0,High
LN100758,43,113103,6,Doctorate,Divorced,42584,24,6.58,Medical,513,58.24,4,195719,696,97585,3,3,1,High
LN100759,54,86446,0,High School,Widowed,35473,60,12.46,Other,748,38.58,8,107892,470,21694,7,4,0,Low
LN100760,44,49072,8,Bachelor,Married,12699,60,19.78,Medical,732,56.89,1,191373,447,44388,5,0,0,High
LN100761,47,53717,17,Master,Married,7629,36,10.63,Home,844,10.38,2,63233,422,98760,8,2,0,Low
LN100762,68,177723,2,Associate,Widowed,45455,60,14.09,Business,414,38.63,9,178284,411,82368,5,0,0,Medium
LN100763,47,137202,23,Bachelor,Single,15156,24,19.49,Other,719,45.86,4,90468,429,32835,4,3,0,Medium
LN100764,20,195363,27,Master,Widowed,22441,60,5.77,Education,798,47.25,4,189848,367,67398,3,1,1,Medium
LN100765,60,142389,9,High School,Single,35716,24,10.41,Other,679,55.25,9,52588,844,18186,2,2,0,High
LN100766,24,129525,8,Associate,Widowed,11834,12,17.53,Business,442,10.22,6,32716,585,29545,3,0,0,Low
LN100767,66,24646,12,Doctorate,Single,23179,60,18.88,Other,323,10.02,7,128558,304,44391,7,2,0,Medium
LN100768,26,59713,34,High School,Married,31219,24,13.42,Education,838,33.61,7,79255,417,73855,8,4,1,Low
LN100769,58,87936,22,Master,Widowed,42617,48,5.87,Home,374,11.46,0,153849,529,45788,5,1,0,High
LN100770,59,195403,16,Associate,Divorced,20782,36,18.37,Business,834,58.73,0,128326,459,28401,1,2,0,Medium
LN100771,30,42185,6,Associate,Single,20827,24,6.38,Business,340,21.1,2,181357,593,97764,3,1,0,Medium
LN100772,32,104263,15,High School,Married,14431,60,9.32,Other,712,33.63,0,122921,485,58611,4,4,0,Medium
LN100773,22,72107,39,Associate,Divorced,41918,60,9.7,Medical,714,13.06,0,94481,523,12202,4,4,0,Medium
LN100774,46,37563,35,Master,Married,49057,12,10.88,Medical,748,36.1,9,160860,451,63368,1,0,0,Medium
LN100775,52,90729,19,High School,Single,14496,48,16.54,Education,735,29.0,7,136091,439,85658,9,3,0,Low
LN100776,44,35701,23,Doctorate,Widowed,28331,24,16.74,Home,538,12.23,0,76018,666,33135,4,0,1,Medium
LN100777,44,199289,4,High School,Married,44238,48,15.37,Home,341,26.76,8,47873,427,88121,2,1,0,High
LN100778,25,195682,5,High School,Widowed,28563,12,3.87,Other,309,29.57,1,131241,650,63535,9,0,0,High
LN100779,49,148331,27,Doctorate,Widowed,8712,36,12.82,Other,564,59.5,8,141967,446,14897,4,2,0,Low
LN100780,37,180482,4,Master,Married,33531,48,15.83,Medical,744,20.39,6,181085,584,21291,4,0,0,Low
LN100781,27,119280,38,Bachelor,Married,37664,12,10.84,Home,438,37.24,8,191642,768,98362,6,3,0,Medium
LN100782,30,58665,37,Bachelor,Married,17420,24,19.09,Home,495,59.37,2,95672,517,53408,8,3,0,Medium
LN100783,46,35957,1,Doctorate,Widowed,10315,36,17.09,Home,373,49.6,0,48672,735,73830,5,1,0,Low
LN100784,52,199199,38,Master,Divorced,10381,60,14.03,Education,524,59.67,0,7121,444,54093,8,4,0,Medium
LN100785,25,66008,20,Associate,Single,14497,12,4.53,Education,401,58.41,9,100332,576,4507,1,3,0,High
LN100786,46,81920,39,Doctorate,Divorced,34040,60,14.26,Other,563,34.48,5,83445,359,28854,4,1,0,Medium
LN100787,48,183947,36,Bachelor,Widowed,37375,36,18.54,Medical,460,44.82,6,68863,674,15475,1,3,0,Low
LN100788,58,133828,17,Master,Married,18494,12,9.76,Business,532,15.52,8,151002,703,44905,3,3,0,High
LN100789,47,143852,11,High School,Married,36752,12,17.33,Medical,790,32.06,5,50987,413,79870,7,4,0,Medium
LN100790,39,152698,16,Master,Single,30357,36,8.67,Education,610,50.45,4,101787,794,84366,1,2,0,Medium
LN100791,38,110815,36,Master,Single,21950,24,12.91,Education,526,35.27,1,129215,635,92814,5,1,0,Low
LN100792,29,184714,37,Bachelor,Divorced,20752,12,14.2,Other,572,45.13,1,167574,584,84285,1,3,0,Medium
LN100793,28,58311,14,Bachelor,Divorced,42390,36,14.69,Business,616,47.29,7,98083,428,96047,6,3,1,Medium
LN100794,19,52356,6,Associate,Single,9132,48,18.06,Home,385,22.67,0,32688,614,40185,9,0,0,Medium
LN100795,67,23809,13,Associate,Widowed,46598,60,7.37,Business,590,53.78,7,109034,370,64398,3,2,1,Low
LN100796,58,194443,0,Doctorate,Divorced,33276,12,7.83,Business,768,32.99,9,109406,644,90608,6,4,0,Medium
LN100797,19,54875,37,High School,Married,44763,48,15.12,Business,703,20.51,6,8304,397,96682,4,1,0,Low
LN100798,51,29465,2,Associate,Married,25551,12,6.42,Other,726,53.27,6,136121,599,76593,6,3,0,Low
LN100799,20,93844,36,Bachelor,Widowed,31975,24,11.16,Education,674,30.89,4,15947,475,26427,2,1,0,Medium
LN100800,33,106889,30,Master,Single,7670,36,3.83,Home,551,47.52,2,10495,374,55535,4,4,0,High
LN100801,68,35250,12,Doctorate,Divorced,14364,12,5.83,Business,832,37.4,6,25707,442,76572,7,2,0,Low
LN100802,21,66023,17,Associate,Married,31296,36,14.7,Home,606,29.09,6,193992,322,63690,6,0,0,Low
LN100803,40,121350,16,Master,Single,29680,12,15.83,Business,729,50.49,6,45544,480,14060,9,2,0,Medium
LN100804,67,197696,16,Master,Divorced,23066,24,5.4,Education,563,39.22,1,162778,344,50641,7,0,0,Medium
LN100805,37,36427,10,Associate,Widowed,33892,24,7.26,Home,367,29.53,2,101770,768,13607,1,1,0,Medium
LN100806,42,184348,19,High School,Married,15041,48,5.13,Medical,406,15.48,2,166065,391,63560,6,2,0,Low
LN100807,47,91643,9,High School,Widowed,14054,24,10.65,Education,699,54.77,3,15987,568,64213,3,2,0,Low
LN100808,35,154511,28,Doctorate,Widowed,16637,36,5.58,Home,498,11.77,8,151161,333,89610,8,2,0,Medium
LN100809,59,98672,33,High School,Widowed,15757,24,10.72,Business,491,53.16,9,66997,663,61776,1,4,0,Medium
LN100810,28,37300,16,Doctorate,Divorced,46258,12,15.58,Business,813,28.0,0,10993,432,48864,2,1,0,High
LN100811,46,80289,12,Bachelor,Widowed,32484,24,14.78,Education,741,41.97,6,12465,681,85309,3,0,0,Medium
LN100812,34,168254,38,Associate,Divorced,17329,36,8.13,Education,300,56.11,6,83071,576,32970,3,2,0,Medium
LN100813,43,177981,26,Master,Divorced,38538,12,14.62,Business,657,17.59,3,33640,455,98534,7,1,0,High
LN100814,40,39659,25,Doctorate,Widowed,32115,48,18.81,Home,414,38.35,0,76997,686,28210,8,4,1,Low
LN100815,69,182475,27,High School,Widowed,31038,48,9.23,Medical,496,48.22,2,13366,834,44088,9,4,0,Medium
LN100816,65,184658,12,Doctorate,Single,41622,48,8.93,Other,573,47.88,4,30895,499,60035,7,1,0,Low
LN100817,37,30360,11,Doctorate,Married,40886,12,12.93,Education,459,36.28,1,2785,574,11683,8,0,0,Low
LN100818,62,41424,27,High School,Single,14901,48,7.55,Business,472,41.24,6,7242,800,2962,6,1,0,Low
LN100819,19,118035,1,High School,Married,22374,24,14.25,Home,844,47.88,9,25529,758,62248,2,1,0,Low
LN100820,41,68791,36,Associate,Married,37806,12,17.23,Education,757,52.05,9,113616,349,95536,1,3,0,High
LN100821,48,154137,33,Master,Single,22659,12,11.08,Home,732,48.09,6,65399,831,94673,3,4,0,Medium
LN100822,44,32300,22,Associate,Single,28453,12,14.71,Education,780,27.7,9,7356,391,35552,9,0,0,High
LN100823,19,53370,28,Associate,Married,35498,60,14.26,Business,754,59.84,4,155301,755,99107,7,3,0,Medium
LN100824,31,47209,34,High School,Married,9857,36,4.14,Home,495,31.73,9,86380,638,45321,2,1,0,Medium
LN100825,21,40927,10,High School,Married,21312,60,6.53,Business,608,11.22,5,19220,352,47350,1,4,0,Low
LN100826,66,54579,32,Master,Divorced,6436,60,18.24,Home,793,28.13,0,157723,795,63565,2,3,0,Medium
LN100827,30,29032,10,Doctorate,Married,32569,60,18.99,Education,738,16.39,3,98222,303,43861,3,3,0,Medium
LN100828,53,113254,8,Associate,Widowed,29949,36,16.38,Other,658,16.07,3,89198,580,39164,6,0,0,Low
LN100829,52,98413,13,Master,Widowed,12693,60,18.7,Other,335,24.08,7,193922,589,82095,9,1,0,Medium
LN100830,61,191803,8,Associate,Widowed,42019,48,8.55,Medical,333,12.67,1,35261,372,44963,8,0,0,Low
LN100831,25,133528,38,Doctorate,Single,14305,12,7.59,Medical,387,44.43,0,190551,436,71227,9,3,0,Medium
LN100832,19,143916,2,Associate,Single,37646,12,9.84,Business,315,13.7,6,182772,692,3532,8,3,0,Medium
LN100833,23,92302,28,Bachelor,Single,32302,24,4.41,Home,720,20.16,5,131792,507,20733,7,0,0,High
LN100834,48,105757,18,Master,Married,15590,48,16.86,Medical,425,14.64,4,104467,559,83463,6,3,1,Low
LN100835,27,176174,35,High School,Widowed,45430,36,19.74,Education,307,13.16,7,43380,562,43114,8,2,0,Medium
LN100836,61,185505,31,Associate,Married,8123,12,17.1,Other,771,23.39,1,80833,804,79018,6,4,0,Medium
LN100837,38,35932,6,Master,Divorced,9158,60,12.66,Home,767,38.59,1,105008,849,92217,2,1,0,Low
LN100838,59,45714,27,Master,Divorced,13700,24,8.37,Other,809,58.23,8,89324,502,5456,9,4,1,Medium
LN100839,27,77803,17,Associate,Single,15531,24,6.76,Home,701,53.78,0,128718,646,3413,9,1,0,Low
LN100840,40,190815,4,High School,Divorced,32738,12,9.51,Medical,475,53.8,5,105992,351,7085,3,3,0,Low
LN100841,20,153624,22,High School,Widowed,14879,48,14.5,Medical,666,18.8,2,28011,655,27937,9,0,0,Low
LN100842,49,76627,21,Associate,Divorced,10543,24,10.88,Business,787,23.25,4,180675,818,20563,2,0,0,High
LN100843,37,197059,25,Master,Single,47348,12,18.91,Home,317,13.82,7,94593,662,74868,3,3,0,Low
LN100844,27,99810,11,High School,Married,23581,48,17.59,Education,355,48.92,6,119339,344,37575,6,1,0,Medium
LN100845,46,65380,39,Associate,Divorced,41679,12,5.19,Medical,334,13.49,3,150519,677,7386,4,3,0,Low
LN100846,58,180322,18,Associate,Widowed,18582,12,5.67,Business,646,37.83,7,84940,711,91873,8,1,0,Low
LN100847,69,84686,0,Associate,Widowed,48888,48,14.66,Medical,331,22.39,9,87677,441,59150,1,3,0,Low
LN100848,68,140321,2,Master,Widowed,35276,48,7.31,Other,432,22.17,1,114570,557,29572,6,3,0,Medium
LN100849,63,65028,26,High School,Married,43003,48,16.55,Medical,498,59.54,6,65583,336,98960,2,3,0,Low
LN100850,51,166367,17,Master,Widowed,9799,12,13.26,Home,555,47.84,4,64056,344,35271,6,0,0,Low
LN100851,54,133141,29,Bachelor,Single,30091,24,7.29,Business,641,51.85,5,82468,345,49810,1,1,0,High
LN100852,37,75248,1,High School,Single,33234,36,11.4,Home,530,38.6,2,123897,600,64260,2,3,0,Medium
LN100853,25,30523,4,Master,Widowed,29605,36,10.2,Education,600,53.55,9,13017,587,76566,9,4,0,Low
LN100854,24,65530,28,High School,Divorced,41534,12,17.91,Education,846,42.27,6,38880,568,13138,6,4,0,Medium
LN100855,23,33769,32,Bachelor,Widowed,36668,12,4.03,Medical,325,57.31,6,2355,361,47369,8,0,0,Low
LN100856,28,132035,19,Doctorate,Single,9111,24,18.28,Business,834,24.07,1,107360,541,15646,7,2,1,Medium
LN100857,61,195717,29,Associate,Single,29686,48,14.26,Business,773,39.77,0,59936,653,28812,9,0,0,Low
LN100858,35,176629,4,Master,Single,12015,12,15.67,Business,686,44.51,9,196680,370,88958,9,2,0,Low
LN100859,68,99782,20,Bachelor,Divorced,11856,60,3.54,Business,584,29.65,1,48266,712,76181,4,0,0,Low
LN100860,59,98382,14,Bachelor,Divorced,21490,48,13.87,Medical,749,53.99,7,186626,360,14628,7,4,1,Low
LN100861,46,188157,19,High School,Divorced,40194,12,13.21,Home,619,58.99,9,190287,751,24486,5,3,0,High
LN100862,42,130939,7,High School,Single,19497,60,12.36,Medical,455,34.69,2,100138,692,87945,7,1,1,Low
LN100863,38,164542,30,Associate,Married,28194,24,16.47,Home,770,29.53,3,61656,828,39266,4,3,0,Low
LN100864,63,98712,11,High School,Widowed,49104,60,12.67,Other,719,33.6,7,55104,604,88268,1,4,0,Medium
LN100865,20,138643,20,Master,Widowed,10316,12,17.64,Other,412,52.64,2,77844,490,46557,4,1,0,Medium
LN100866,35,127417,29,Master,Single,43130,36,7.34,Home,721,42.27,5,1969,377,84961,3,2,0,Low
LN100867,41,157877,26,Master,Divorced,9693,12,16.8,Medical,584,12.24,1,99896,824,77731,9,2,0,Low
LN100868,64,148256,25,Doctorate,Married,46758,36,6.46,Education,353,37.11,2,1254,600,84258,5,4,0,Low
LN100869,55,121422,32,Master,Married,34954,24,16.92,Medical,624,10.87,0,142378,316,16494,4,1,0,Low
LN100870,27,109300,25,High School,Divorced,26652,24,19.02,Education,757,48.93,8,66516,733,21571,8,3,1,Low
LN100871,44,26630,25,High School,Widowed,19178,48,9.04,Medical,564,26.42,3,94077,342,34486,5,4,0,Low
LN100872,29,144474,35,Master,Widowed,48397,48,12.24,Business,681,33.6,5,150295,367,88436,3,2,1,Medium
LN100873,24,118869,39,Bachelor,Married,19751,36,14.36,Business,512,49.93,6,68967,679,61635,2,4,0,High
LN100874,34,35701,0,Bachelor,Married,5425,36,4.81,Other,632,12.32,1,51117,511,125,8,3,0,Medium
LN100875,18,165931,14,Bachelor,Divorced,8044,24,11.65,Other,309,17.93,7,2737,502,48814,2,0,0,Low
LN100876,67,172255,0,Associate,Widowed,16480,60,9.45,Home,657,29.9,8,83404,408,19318,8,0,0,Medium
LN100877,43,191510,10,Doctorate,Married,48874,36,17.9,Education,502,21.5,9,164548,583,62363,5,3,0,Medium
LN100878,32,117285,1,Master,Widowed,43997,36,17.97,Business,357,26.9,1,156397,524,43162,8,1,0,High
LN100879,68,137556,0,Associate,Married,6239,60,15.06,Medical,793,59.91,4,144398,417,7590,5,4,0,Medium
LN100880,50,193316,30,Bachelor,Divorced,11566,48,14.32,Home,809,51.27,1,13911,639,34850,1,3,0,Medium
LN100881,54,35021,15,Master,Widowed,24775,48,15.61,Medical,522,54.2,4,161152,580,12134,2,0,0,Low
LN100882,64,199115,21,Associate,Married,41981,36,9.54,Business,668,56.85,6,23635,790,25230,6,2,0,Medium
LN100883,48,84361,17,High School,Married,8006,48,10.17,Business,717,27.05,5,52179,318,15058,3,3,0,Low
LN100884,52,152317,16,Bachelor,Married,12025,48,12.64,Business,846,24.85,3,137285,474,79837,8,3,1,Low
LN100885,18,192083,29,Associate,Married,24423,48,18.98,Business,402,21.7,1,189214,768,27039,5,3,0,Low
LN100886,25,30355,9,High School,Divorced,44326,24,15.45,Medical,460,51.51,6,64545,441,65820,3,0,1,Medium
LN100887,29,118841,34,Bachelor,Widowed,30174,12,12.59,Home,499,43.98,9,160012,762,38334,7,0,0,Medium
LN100888,36,199764,20,Doctorate,Widowed,31663,36,16.21,Business,459,21.81,8,126918,597,43525,8,3,0,High
LN100889,42,180786,15,Bachelor,Single,38952,36,9.62,Other,435,28.85,0,49604,769,84194,4,3,0,Low
LN100890,49,37198,5,Doctorate,Widowed,32326,24,15.55,Home,697,35.34,2,75332,672,28443,9,1,0,Low
LN100891,29,86951,2,Doctorate,Single,36139,12,10.28,Other,691,36.41,6,50119,767,3972,6,2,0,High
LN100892,30,152724,20,Doctorate,Married,13102,12,8.11,Medical,405,54.44,8,83888,737,64936,1,4,0,High
LN100893,45,194697,12,Master,Divorced,12116,24,13.56,Business,353,29.03,4,62604,742,91703,5,4,0,Medium
LN100894,18,38740,17,Master,Divorced,17937,60,14.83,Home,576,55.43,6,17820,755,79215,5,4,1,Low
LN100895,68,23810,23,Doctorate,Married,35161,60,11.08,Business,410,32.07,9,77502,547,29519,7,0,0,Medium
LN100896,23,143743,26,High School,Single,9383,12,12.83,Business,523,47.32,6,113271,441,91240,7,0,0,Low
LN100897,25,167641,3,Doctorate,Married,25320,60,14.95,Home,374,56.51,3,68345,701,97484,6,1,0,High
LN100898,21,119855,21,Associate,Divorced,9507,60,16.17,Business,805,55.38,4,171386,521,79914,8,0,0,Medium
LN100899,22,46783,23,Doctorate,Divorced,19735,60,18.28,Business,313,12.85,1,41875,483,75864,2,3,0,Low
LN100900,42,141701,39,Master,Widowed,34713,12,9.35,Education,781,20.29,7,72041,663,55881,7,2,0,High
LN100901,39,98047,9,Master,Single,21519,60,19.2,Education,488,33.85,0,71793,487,24732,7,2,0,Medium
LN100902,45,29471,1,Associate,Widowed,7025,36,14.02,Home,663,31.58,1,5909,412,17673,4,2,0,High
LN100903,56,130771,39,Associate,Divorced,24919,12,16.5,Home,538,42.04,2,93881,480,75909,2,2,0,High
LN100904,40,26163,5,Bachelor,Divorced,42622,24,15.05,Business,700,57.24,6,15866,498,5720,4,4,1,Low
LN100905,21,82071,17,High School,Widowed,43135,60,6.89,Other,603,15.62,5,174861,369,59115,4,4,1,Low
LN100906,69,36065,16,High School,Widowed,40658,48,4.68,Home,390,32.59,6,91404,784,51940,6,3,0,Medium
LN100907,21,142323,37,High School,Divorced,24141,12,15.48,Business,691,19.62,4,66997,698,5153,7,1,0,High
LN100908,64,137969,22,Master,Widowed,34696,24,11.93,Other,483,54.71,3,29460,309,71762,3,0,0,High
LN100909,38,103456,29,High School,Widowed,8773,36,15.09,Education,316,58.23,6,49500,302,68512,1,0,0,Medium
LN100910,54,199420,20,Bachelor,Single,29956,24,11.37,Home,311,33.94,2,13128,777,38019,3,4,0,Low
LN100911,58,39154,9,Bachelor,Divorced,20819,60,8.65,Business,465,15.2,9,6202,366,84833,9,2,0,Low
LN100912,19,125703,12,High School,Married,6528,48,8.2,Education,445,49.26,6,102243,396,16587,1,3,1,Medium
LN100913,24,40229,11,Associate,Single,25955,60,15.55,Medical,581,44.86,1,197399,830,18206,8,1,0,Medium
LN100914,66,72587,8,Bachelor,Married,49588,24,8.07,Education,848,27.73,7,180037,617,91471,2,4,0,Medium
LN100915,33,69713,3,Associate,Widowed,10049,12,15.29,Business,468,54.37,5,163310,397,95169,6,3,0,Medium
LN100916,34,178069,38,Master,Widowed,38616,48,9.84,Other,469,58.79,2,80258,356,10736,3,3,0,Medium
LN100917,37,41101,23,Bachelor,Married,25511,48,16.22,Medical,645,37.89,2,131388,406,6971,7,4,1,High
LN100918,40,60391,33,Associate,Widowed,15119,24,5.86,Medical,798,38.29,4,112302,387,56577,2,3,0,Low
LN100919,51,92723,38,High School,Widowed,15357,60,6.88,Medical,759,24.88,2,129623,670,75043,4,2,0,Low
LN100920,28,186020,4,Master,Single,21167,24,14.82,Home,596,39.23,5,181312,674,25724,9,3,0,Medium
LN100921,51,120264,14,Doctorate,Married,27253,48,12.74,Business,441,31.98,1,84583,351,87702,6,1,0,High
LN100922,50,57921,3,Doctorate,Single,39889,24,6.86,Medical,352,25.11,7,186361,340,78694,4,3,0,Low
LN100923,43,48460,38,High School,Married,34798,48,18.4,Education,417,13.36,8,164616,390,91310,2,0,0,Low
LN100924,19,172143,7,Master,Single,9681,60,8.05,Other,664,22.64,6,61064,338,55155,9,3,0,Low
LN100925,40,199354,23,Master,Divorced,19755,12,10.45,Business,435,19.89,2,98119,312,11108,4,4,0,Low
LN100926,58,111725,27,Master,Divorced,5472,12,6.84,Education,713,37.1,9,23413,403,77613,9,0,0,Low
LN100927,39,78445,26,Master,Married,37881,24,9.9,Home,376,40.08,3,83341,342,69711,2,4,0,Medium
LN100928,51,102208,0,Doctorate,Divorced,18690,48,11.61,Medical,317,40.43,9,180971,508,56938,7,1,1,Low
LN100929,32,126283,33,Associate,Single,30912,12,8.37,Education,702,29.41,1,87891,775,68498,5,2,1,Medium
LN100930,27,105779,16,Master,Married,11473,48,16.19,Business,504,31.06,8,34033,408,79152,8,1,0,Low
LN100931,32,23060,36,Associate,Divorced,46298,60,10.0,Education,798,51.71,4,102154,513,97789,8,0,1,Low
LN100932,59,145806,37,Master,Divorced,23669,24,15.54,Home,623,33.81,1,2378,708,17751,4,2,0,Medium
LN100933,46,33731,25,Bachelor,Married,38964,48,6.92,Other,580,59.39,9,138575,376,70746,4,3,0,Medium
LN100934,40,97830,23,Bachelor,Divorced,21462,24,9.72,Medical,465,31.98,5,106461,394,32390,8,0,0,Low
LN100935,34,135871,38,Bachelor,Divorced,25943,48,3.63,Business,542,42.48,6,174846,568,15993,3,2,0,High
LN100936,26,40719,20,Master,Married,43785,48,16.02,Medical,778,12.52,1,191680,660,60403,7,4,1,Low
LN100937,67,198114,29,Associate,Divorced,40420,60,13.83,Medical,463,42.67,0,120104,829,26859,8,2,0,Low
LN100938,53,69116,12,Doctorate,Divorced,15832,24,16.99,Medical,623,52.57,6,34617,461,20878,8,4,0,Medium
LN100939,26,46325,36,High School,Divorced,10385,36,11.02,Education,507,57.12,0,136886,764,80459,4,4,0,High
LN100940,33,173669,2,Doctorate,Divorced,35362,48,16.7,Education,614,59.87,2,127616,847,99124,9,2,1,Medium
LN100941,53,34551,31,Master,Widowed,19708,48,14.19,Other,603,24.11,3,190407,486,27100,4,1,0,Low
LN100942,65,113287,34,Bachelor,Married,28438,12,3.56,Home,538,38.77,1,24763,351,89622,8,1,1,Medium
LN100943,68,44278,18,Bachelor,Widowed,22211,24,7.69,Business,523,32.54,6,142072,787,62284,6,4,0,Low
LN100944,50,35141,13,Associate,Widowed,19571,36,11.65,Education,387,38.19,4,135346,830,59976,5,0,0,Medium
LN100945,48,87913,21,Master,Single,26307,60,13.71,Medical,836,17.87,0,181940,695,40023,4,2,0,Low
LN100946,23,53615,16,Doctorate,Widowed,16002,36,4.58,Home,728,52.81,7,55232,391,47709,5,0,0,High
LN100947,27,142058,3,Master,Widowed,41153,60,15.13,Business,519,55.48,9,146299,656,98107,1,1,0,Low
LN100948,33,132684,39,Master,Single,27440,36,12.47,Business,574,32.48,6,149351,443,76553,7,0,0,High
LN100949,21,47452,18,Bachelor,Divorced,6965,36,12.18,Business,365,24.02,3,111249,498,54524,8,3,0,Low
LN100950,39,173797,36,Doctorate,Divorced,37556,24,8.32,Business,722,17.04,1,197012,622,85049,9,3,0,High
LN100951,30,70391,1,High School,Widowed,7427,12,13.31,Other,554,44.19,6,174808,631,44974,3,1,0,Low
LN100952,33,140288,14,Bachelor,Single,40609,36,3.95,Business,424,25.61,1,93916,563,46478,9,0,0,Low
LN100953,69,133535,1,Doctorate,Divorced,30189,48,4.57,Home,445,55.48,5,141723,516,53768,5,2,0,Low
